Run,Argument_Index,Ground_Truth_Score,Ground_Truth_Binary,Predicted_Label,Predicted_Binary,Error,Normalized_Error,Error_Type
1,3,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,7,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,15,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,17,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,18,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
1,23,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,26,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,28,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
1,30,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,33,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,36,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,38,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,46,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,49,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,50,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,51,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,57,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,61,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,64,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,66,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,67,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
1,69,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,70,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,75,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,77,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,79,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,80,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,3,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,7,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,9,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
2,17,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,18,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
2,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,26,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,28,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
2,33,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,36,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,38,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,41,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,43,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,46,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,49,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,50,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,57,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,61,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,63,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,64,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,66,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
2,67,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
2,69,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,70,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,73,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,75,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
2,77,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,80,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,3,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,4,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,7,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,15,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,17,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,18,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
3,23,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,26,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,27,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,33,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,36,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,38,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,43,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,46,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,49,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,50,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,60,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,61,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,63,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,64,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,66,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,69,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,70,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,73,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,75,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,77,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,80,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,2,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,3,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,7,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,17,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,18,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
4,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,26,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,27,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
4,30,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,33,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,36,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,38,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,41,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,43,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,46,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
4,49,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,50,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,51,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,61,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
4,63,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,64,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,66,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
4,67,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
4,69,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,70,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,72,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,73,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,75,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
4,77,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,80,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
5,3,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
