Run,Argument_Index,Ground_Truth_Score,Ground_Truth_Binary,Predicted_Label,Predicted_Binary,Error,Normalized_Error,Error_Type
1,0,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,1,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,4,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,7,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,12,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
1,13,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,14,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,15,1.6666666666666667,0,Good,1,-3.333333333333333,0.7138769670958511,good_to_bad
1,16,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,22,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,25,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,28,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,29,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,30,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,34,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,35,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,37,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
1,38,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
1,39,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
1,41,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,42,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,43,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,44,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,45,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,46,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,47,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,48,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,49,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,50,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,51,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
1,57,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
1,59,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,60,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
1,61,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
1,63,2.0,0,Good,1,-3.0,0.5708154506437768,good_to_bad
1,64,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,66,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,67,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,68,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
1,69,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,72,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,75,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,76,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,78,5.0,1,Bad,0,4.0,1,bad_to_good
1,79,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,80,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,81,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,82,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,85,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,86,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
1,87,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,90,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,94,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,96,1.5,0,Good,1,-3.5,0.7854077253218884,good_to_bad
