Run,Argument_Index,Ground_Truth_Score,Ground_Truth_Binary,Predicted_Label,Predicted_Binary,Error,Normalized_Error,Error_Type
1,2,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,4,2.0,0,Good,1,-3.0,0.5708154506437768,good_to_bad
1,5,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,6,2.0,0,Good,1,-3.0,0.5708154506437768,good_to_bad
1,7,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,8,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,10,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,11,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,19,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,22,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,23,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,24,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,30,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,32,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,37,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
1,39,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,42,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,44,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,46,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,50,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,52,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,53,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,55,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,57,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,58,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,59,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
1,60,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,62,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,65,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,66,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
1,67,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,68,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
1,69,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,72,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
1,73,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
1,76,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
1,78,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
1,80,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,7,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,8,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,9,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
2,11,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,13,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
2,14,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,15,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,22,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,23,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,26,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,27,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,29,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,31,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
2,32,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,33,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,36,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,38,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,41,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,44,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,45,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,47,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,51,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,52,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,54,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,55,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,60,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
2,63,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,64,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
2,65,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
2,66,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
2,67,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
2,70,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,72,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,74,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,77,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
2,80,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,1,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,2,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,3,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
3,4,2.0,0,Good,1,-3.0,0.5708154506437768,good_to_bad
3,10,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,11,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,13,3.5,1,Bad,0,2.5,0.1017964071856287,bad_to_good
3,15,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,17,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,18,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,21,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,24,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,26,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,27,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,29,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,32,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,33,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,34,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
3,36,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,41,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,43,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
3,44,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,47,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,49,2.5,0,Good,1,-2.5,0.3562231759656653,good_to_bad
3,51,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,54,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
3,57,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,60,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,63,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,64,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,65,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
3,69,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,70,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,72,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,75,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
3,76,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
3,77,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
3,79,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,1,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
4,5,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,7,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,8,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,9,2.6666666666666665,0,Good,1,-2.3333333333333335,0.2846924177396281,good_to_bad
4,12,2.333333333333333,0,Good,1,-2.666666666666667,0.4277539341917026,good_to_bad
4,14,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,15,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
4,19,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,22,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,23,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,25,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,26,3.333333333333333,1,Bad,0,2.333333333333333,0.0019960079840317165,bad_to_good
4,28,4.333333333333333,1,Bad,0,3.333333333333333,0.6007984031936126,bad_to_good
4,30,3.0,0,Good,1,-2.0,0.14163090128755368,good_to_bad
4,32,4.0,1,Bad,0,3.0,0.40119760479041916,bad_to_good
4,33,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
4,35,3.6666666666666665,1,Bad,0,2.6666666666666665,0.20159680638722544,bad_to_good
